actor,object,opt_E,opt_P,opt_A,term,term_name,term_E,term_P,term_A,ssd
cook,bailiff,1.9218404702427372,0.9163375523734172,0.8179262488032255,actor,chat_with,2.18,1.13,1,0.1454488352051383
cook,civil_engineer,2.2209703509272076,0.9910073276808338,1.2562425383617986,actor,chat_with,2.18,1.13,1,0.08665777107961943
cook,cook,2.2341291130251077,1.075190215715595,1.4628515618151958,actor,toast,2.05,1.42,1.43,0.15387654271536844
cook,crane_operator,2.010069675450055,1.0491494510139818,0.9263178155371271,actor,chat_with,2.18,1.13,1,0.040842190780210993
cook,defense_attorney,1.9577721596431612,0.8031140308324327,0.8485515317953827,actor,chat_with,2.18,1.13,1,0.17917628838980937
cook,dental_hygienist,2.144250646553173,1.2061522423744044,1.259300086014823,actor,chat_with,2.18,1.13,1,0.07431371489781077
cook,dentist,2.2044142321835225,1.0002324531535403,1.2209736781277942,actor,chat_with,2.18,1.13,1,0.06626503737298503
cook,firefighter,2.2984704675108203,0.853814206391974,1.851175536243236,actor,joke_with,2.31,1.25,1.88,0.15792696288710542
cook,foreman,1.8792610482105145,1.0202103167011218,0.7950291257426749,actor,chat_with,2.18,1.13,1,0.14451075097611865
cook,musician,2.168760032692678,1.1537913321670257,1.2776002555751607,actor,chat_with,2.18,1.13,1,0.07775426624674593
cook,nurse,2.2148718845629194,1.0510807622191836,1.6953536913000953,actor,joke_with,2.31,1.25,1.88,0.082712480822412
cook,nutritionist,2.1929231305112387,1.1513255409110228,1.5009255625498041,actor,toast,2.05,1.42,1.43,0.09764342162489324
cook,pediatrician,2.311866543304669,0.8452456942140075,1.7763962542935892,actor,joke_with,2.31,1.25,1.88,0.17456326816060752
cook,surgeon,2.4312173088521774,0.6358395443720143,1.7687335129601092,actor,joke_with,2.31,1.25,1.88,0.40426693236073735
cook,teacher,2.3356755292912874,0.8551295400034276,1.5836960955503359,actor,joke_with,2.31,1.25,1.88,0.24437791677440812
cook,technician,2.1623165978342427,1.1502422483900894,1.249489465647084,actor,chat_with,2.18,1.13,1,0.06296744480090954
crane_operator,bailiff,1.185243678040195,0.6086064825550948,-0.08139347669863246,actor,sit_next_to,1.08,0.6,-0.39,0.10638828953355686
crane_operator,civil_engineer,1.4572520029923277,0.6119792081920921,0.12860759223191942,actor,ask_about,1.62,0.87,0.06,0.09776864124705045
crane_operator,cook,1.5154176440120253,0.6557679851923733,0.2404559748322297,actor,ask_about,1.62,0.87,0.06,0.08939718420518097
crane_operator,crane_operator,1.2277019509112463,0.7195223846793344,-0.04570851402744086,actor,show_something_to,1.1,0.94,0.02,0.06923577593972012
crane_operator,defense_attorney,1.2433358908935348,0.4991879581690058,-0.05199555305456695,actor,sit_next_to,1.08,0.6,-0.39,0.15108868718700688
crane_operator,dental_hygienist,1.3734783419775303,0.8168450678124821,0.10153752685536191,actor,ask_about,1.62,0.87,0.06,0.06532374082726711
crane_operator,dentist,1.4350032184346564,0.626365712286145,0.10855795252120573,actor,ask_about,1.62,0.87,0.06,0.09593935009242464
crane_operator,firefighter,1.6979484821497886,0.409441329131499,0.5101143063945326,actor,ask_about,1.62,0.87,0.06,0.4207931440026473
crane_operator,foreman,1.1305291725588265,0.7084832356127014,-0.1015563370593801,actor,show_something_to,1.1,0.94,0.02,0.06930798564878411
crane_operator,musician,1.4034971473599,0.7601311561188256,0.12327428903689247,actor,ask_about,1.62,0.87,0.06,0.06294828371021095
crane_operator,nurse,1.5797446231380712,0.6111336797157048,0.38323447884668527,actor,ask_about,1.62,0.87,0.06,0.17311279545911548
crane_operator,nutritionist,1.4925739910605689,0.72785230322462,0.24857783704680156,actor,ask_about,1.62,0.87,0.06,0.07200495607802743
crane_operator,pediatrician,1.6879913580389938,0.40890123112941107,0.4583757006427244,actor,ask_about,1.62,0.87,0.06,0.375938098284541
crane_operator,surgeon,1.7863764744491508,0.20865723262887537,0.47312025664437385,actor,ask_about,1.62,0.87,0.06,0.6357237336541397
crane_operator,teacher,1.6464170179759523,0.43405986981980194,0.336181953217451,actor,ask_about,1.62,0.87,0.06,0.2670181272232761
crane_operator,technician,1.3911496664551641,0.7643338212071871,0.10485244342139399,actor,ask_about,1.62,0.87,0.06,0.06554955818512673
defense_attorney,bailiff,1.1486027047527902,1.107215155688573,0.8146704137237067,actor,bargain_with,1.16,1.13,0.82,6.774519591244843e-4
defense_attorney,civil_engineer,1.503545754937019,1.1019418372622827,1.0472232027823787,actor,call,1.49,1.1,0.97,0.006150681256735347
defense_attorney,cook,1.6059516356451937,1.15053830368994,1.1814969839271368,actor,acclaim,1.53,1.27,1.07,0.03247132526730546
defense_attorney,crane_operator,1.2132572731820601,1.2423235386526967,0.8508367055459218,actor,bargain_with,1.16,1.13,0.82,0.01640381689117836
defense_attorney,defense_attorney,1.2120858554059293,0.9608948103819144,0.8469207970009599,actor,bargain_with,1.16,1.13,0.82,0.032034230800302925
defense_attorney,dental_hygienist,1.4291330705547018,1.3601102993025986,1.0189299616089742,actor,acclaim,1.53,1.27,1.07,0.02090215231738752
defense_attorney,dentist,1.47514741001525,1.119744801021055,1.0239890861042298,actor,call,1.49,1.1,0.97,0.003525278014986084
defense_attorney,firefighter,1.8464795962835772,0.8566748178860065,1.5055022652638903,actor,toast,2.05,1.42,1.43,0.36445640759263837
defense_attorney,foreman,1.0904153383030417,1.2325549856193994,0.7928058430946449,actor,bargain_with,1.16,1.13,0.82,0.016099072388668426
defense_attorney,musician,1.4617769423428033,1.2813625201581151,1.043144156303487,actor,acclaim,1.53,1.27,1.07,0.005504728801092307
defense_attorney,nurse,1.7146471623545119,1.1113570441239982,1.3584588021878647,actor,acclaim,1.53,1.27,1.07,0.14247064257430617
defense_attorney,nutritionist,1.5945903291990748,1.2514593634323117,1.1952937612420615,actor,acclaim,1.53,1.27,1.07,0.020214192436562667
defense_attorney,pediatrician,1.8219329900296375,0.8592963099125444,1.4420226736181654,actor,toast,2.05,1.42,1.43,0.3665477337954397
defense_attorney,surgeon,1.9003921326356876,0.6101619677120513,1.451355271088035,actor,chat_with,2.18,1.13,1,0.5521337200439789
defense_attorney,teacher,1.7449120908146873,0.8810894331073863,1.2915264361412162,actor,call,1.49,1.1,0.97,0.21628125947843255
defense_attorney,technician,1.4428242573392653,1.2924331316806832,1.0217161138367787,actor,acclaim,1.53,1.27,1.07,0.010434189168476424
dental_hygienist,bailiff,1.5821223289616098,0.37054097985854345,-0.08143453895686967,actor,serve,1.49,0.78,-0.19,0.18792967200002025
dental_hygienist,civil_engineer,1.8195838477607482,0.40407549044282065,0.21564954816529247,actor,ask_about,1.62,0.87,0.06,0.2811461427371433
dental_hygienist,cook,1.8274650408819129,0.4604702491399052,0.3566718041182382,actor,ask_about,1.62,0.87,0.06,0.29877051938643534
dental_hygienist,crane_operator,1.6378582277772729,0.4737561358447306,-0.014749870043481828,actor,serve,1.49,0.78,-0.19,0.14635996790396355
dental_hygienist,defense_attorney,1.6218220330998874,0.2818661510904982,-0.052481542401679904,actor,serve,1.49,0.78,-0.19,0.2844257060202032
dental_hygienist,dental_hygienist,1.7413104690344057,0.5798286428980208,0.2025208755983356,actor,ask_about,1.62,0.87,0.06,0.11922784636106804
dental_hygienist,dentist,1.8042321580368714,0.41439469540325563,0.1906492814380737,actor,ask_about,1.62,0.87,0.06,0.2585869163718999
dental_hygienist,firefighter,1.9040128444145046,0.25338815225326805,0.6485650360723588,actor,ask_about,1.62,0.87,0.06,0.8072822682609135
dental_hygienist,foreman,1.5377231068195616,0.45658515502980995,-0.10215759163040791,actor,serve,1.49,0.78,-0.19,0.11459094557977355
dental_hygienist,musician,1.7628397688931665,0.5383743095012742,0.2211501670613532,actor,ask_about,1.62,0.87,0.06,0.1563481745201119
dental_hygienist,nurse,1.8223188960747991,0.4207249640197844,0.5207707810970014,actor,ask_about,1.62,0.87,0.06,0.45509070637669014
dental_hygienist,nutritionist,1.7935415026764572,0.5163518972976449,0.3754491746685258,actor,ask_about,1.62,0.87,0.06,0.2546918154952324
dental_hygienist,pediatrician,1.9176499709832309,0.2478344016872007,0.5935289294365854,actor,ask_about,1.62,0.87,0.06,0.7603386554959906
dental_hygienist,surgeon,2.033077870756549,0.07459459234920288,0.6016411151485728,actor,ask_about,1.62,0.87,0.06,1.0966781874482843
dental_hygienist,teacher,1.9322644306201662,0.2691775903205958,0.45580751506468276,actor,ask_about,1.62,0.87,0.06,0.6151602315851814
dental_hygienist,technician,1.7591453088891174,0.535396138665199,0.2002455283582158,actor,ask_about,1.62,0.87,0.06,0.15098996923048172
dentist,bailiff,1.5972563086143976,0.8947970134158619,-0.36395977414084413,actor,serve,1.49,0.78,-0.19,0.054944273045921976
dentist,civil_engineer,1.8603678035391777,0.9412517540409354,-0.08783724595830883,actor,turn_to,1.91,1.14,-0.17,0.04871493834904588
dentist,cook,1.8883497606913027,1.006929065658993,0.04624312496600336,actor,consult,1.77,1.16,0.04,0.03747635340505857
dentist,crane_operator,1.6522092221375222,1.0202776664319535,-0.30393034698739096,actor,serve,1.49,0.78,-0.19,0.09702531269711243
dentist,defense_attorney,1.6484681791172253,0.783396326128146,-0.3366639898089364,actor,serve,1.49,0.78,-0.19,0.04663402473057354
dentist,dental_hygienist,1.7740566231304935,1.1542703810597825,-0.1033633385263108,actor,consult,1.77,1.16,0.04,0.020602331557832546
dentist,dentist,1.842060878280367,0.9528438935115473,-0.11157678462984483,actor,turn_to,1.91,1.14,-0.17,0.043056404550139656
dentist,firefighter,2.0059181314250543,0.7688407668653153,0.3321734787656419,actor,answer,1.84,1.16,0.36,0.18130868728610225
dentist,foreman,1.5467257372717729,0.9969540062672686,-0.3836872230633648,actor,excuse,1.32,1.1,-0.44,0.06519416561211033
dentist,musician,1.8034243338220401,1.0986987416857055,-0.08438686248552918,actor,consult,1.77,1.16,0.04,0.02034712192135698
dentist,nurse,1.9020424752809382,0.9724793765921449,0.20477137516799182,actor,answer,1.84,1.16,0.36,0.06310917890949275
dentist,nutritionist,1.8510995282282054,1.0829059598583335,0.06255066228998785,actor,consult,1.77,1.16,0.04,0.013029156873919446
dentist,pediatrician,2.008246504372025,0.7654202372848046,0.27758230161411207,actor,answer,1.84,1.16,0.36,0.19079275238501275
dentist,surgeon,2.123893365276387,0.5589568817057179,0.28656533211579244,actor,ask_about,1.62,0.87,0.06,0.4019881947245325
dentist,teacher,2.005876663304313,0.7837399166832496,0.14371307558856927,actor,ask_about,1.62,0.87,0.06,0.1633494802811803
dentist,technician,1.7939959314631844,1.099072574852892,-0.10453778707117756,actor,turn_to,1.91,1.14,-0.17,0.01941729936780481
firefighter,bailiff,2.5453810407443394,1.8648677628998909,1.1361970907092602,actor,greet,2.43,1.64,1.13,0.06391669928810723
firefighter,civil_engineer,2.8483817019019737,2.0487776884721063,1.7873338918674726,actor,congratulate,2.88,2.13,1.51,0.08451086824290882
firefighter,cook,2.829651330615041,2.186950624443923,2.0757120846232757,actor,amuse,2.51,2.01,1.79,0.21511989195483855
firefighter,crane_operator,2.6486414746298235,2.0590442503467474,1.3166201242797144,actor,coach,2.48,2.18,1.21,0.0544380912409235
firefighter,defense_attorney,2.5868253576878306,1.7164818381418774,1.1638724330412547,actor,greet,2.43,1.64,1.13,0.031591006099610595
firefighter,dental_hygienist,2.743914713565772,2.328429517976289,1.8131632468740833,actor,congratulate,2.88,2.13,1.51,0.14980143304342458
firefighter,dentist,2.8354923165213837,2.054021916828374,1.7386962138006852,actor,congratulate,2.88,2.13,1.51,0.06005556121783586
firefighter,firefighter,2.8412029480090224,1.9319291640702883,2.566871041730651,actor,excite,2.4,2.1,2.47,0.23229184594794575
firefighter,foreman,2.5002220292493176,1.9949974189695474,1.1127143832953705,actor,coach,2.48,2.18,1.21,0.04409937667248956
firefighter,musician,2.7829514612804123,2.259919341879694,1.8310690299541803,actor,congratulate,2.88,2.13,1.51,0.12938277625777844
firefighter,nurse,2.7494746896544906,2.185025854994196,2.3796605099252703,actor,applaud,2.97,2.4,2.5,0.10932688839540575
firefighter,nutritionist,2.754488657041959,2.2959759884890096,2.1338124703620958,actor,applaud,2.97,2.4,2.5,0.19135944077672815
firefighter,pediatrician,2.86129030166332,1.9236015925166978,2.4706617462875444,actor,applaud,2.97,2.4,2.5,0.23963397429597477
firefighter,surgeon,3.0133059627801178,1.66125807121392,2.447518764248768,actor,laugh_with,3.12,2.36,2.43,0.49993080772277265
firefighter,teacher,2.930523797996768,1.9217220962303618,2.220023900388234,actor,laugh_with,3.12,2.36,2.43,0.272078714466448
firefighter,technician,2.772898225381637,2.253121069337231,1.793546571889965,actor,congratulate,2.88,2.13,1.51,0.10702824627169702
foreman,bailiff,1.0157792065832614,0.6401204022310967,-0.008572376057923367,actor,show_something_to,1.1,0.94,0.02,0.09783729587537959
foreman,civil_engineer,1.2938701317854973,0.6290000035355345,0.170592712686583,actor,show_something_to,1.1,0.94,0.02,0.15698479091372727
foreman,cook,1.3682302892276528,0.6651145204283332,0.2714044156008078,actor,ask_about,1.62,0.87,0.06,0.1500578739372224
foreman,crane_operator,1.050727607938247,0.7519070792002912,0.016281329766689084,actor,show_something_to,1.1,0.94,0.02,0.03782054398275672
foreman,defense_attorney,1.0809330771239698,0.5245959159634012,0.021137592850125828,actor,emulate,0.7,0.57,0.12,0.1569453156418064
foreman,dental_hygienist,1.2056961209572061,0.8414997096470702,0.13777622462304806,actor,show_something_to,1.1,0.94,0.02,0.03474521627147047
foreman,dentist,1.2694140025731866,0.6450719764235502,0.15234897641840386,actor,show_something_to,1.1,0.94,0.02,0.13319989491757778
foreman,firefighter,1.5893657402362247,0.40296457344824715,0.5325454143931222,actor,ask_about,1.62,0.87,0.06,0.4423597161896198
foreman,foreman,0.9570146816270856,0.7439305969865383,-0.028614466352205686,actor,show_something_to,1.1,0.94,0.02,0.06125137840696871
foreman,musician,1.2396310655664478,0.7799835581456891,0.16098115960731696,actor,show_something_to,1.1,0.94,0.02,0.06497778349915943
foreman,nurse,1.4577180975295545,0.6158635513011246,0.40562621881055777,actor,ask_about,1.62,0.87,0.06,0.21037823355598692
foreman,nutritionist,1.348561001596309,0.7411749791531091,0.2749995954103082,actor,ask_about,1.62,0.87,0.06,0.13649984187719713
foreman,pediatrician,1.5711075064211488,0.40509942269643245,0.4821905416162738,actor,ask_about,1.62,0.87,0.06,0.396767876135791
foreman,surgeon,1.663529682771095,0.1980785242903868,0.500057100746356,actor,ask_about,1.62,0.87,0.06,0.6470235547192251
foreman,teacher,1.5094341795890862,0.433939348689363,0.36621935628753527,actor,ask_about,1.62,0.87,0.06,0.2961439864297479
foreman,technician,1.2241499931599509,0.7869555200492533,0.14338289239963392,actor,show_something_to,1.1,0.94,0.02,0.054059171781909963
musician,bailiff,1.6270553255403386,0.5467555358062159,0.8325294778062682,actor,call,1.49,1.1,0.97,0.34376174389225284
musician,civil_engineer,1.923791114640365,0.5833580372355001,1.1971085593256765,actor,chat_with,2.18,1.13,1,0.4033122125516952
musician,cook,1.9526491563703987,0.6477767891231295,1.376082354265399,actor,chat_with,2.18,1.13,1,0.4256655683972952
musician,crane_operator,1.7065293288870353,0.6599006875861971,0.9153844858053882,actor,call,1.49,1.1,0.97,0.2435552094461139
musician,defense_attorney,1.6632859812421945,0.4438211792447099,0.8648015869382564,actor,call,1.49,1.1,0.97,0.4716653822135827
musician,dental_hygienist,1.8559075022496805,0.7790952497440318,1.1903452325201584,actor,chat_with,2.18,1.13,1,0.2644013983933975
musician,dentist,1.9053773277761223,0.5942228683570987,1.166357223349518,actor,chat_with,2.18,1.13,1,0.39014947265143957
musician,firefighter,2.0464121438936576,0.43223912428588845,1.7334492502566852,actor,joke_with,2.31,1.25,1.88,0.7596885299857761
musician,foreman,1.5841397085467368,0.6427262230355871,0.809524457973232,actor,call,1.49,1.1,0.97,0.2437139914133492
musician,musician,1.8760147439144614,0.7307190904970511,1.2098959191213234,actor,chat_with,2.18,1.13,1,0.2958885774746777
musician,nurse,1.9633042249540777,0.615054209512658,1.5852931909370271,actor,joke_with,2.31,1.25,1.88,0.6102062206003678
musician,nutritionist,1.9253688378694818,0.7143638771542414,1.406132287192753,actor,chat_with,2.18,1.13,1,0.4025338500426096
musician,pediatrician,2.0555168877328946,0.4250191451441976,1.6648896635816581,actor,joke_with,2.31,1.25,1.88,0.7916275221417749
musician,surgeon,2.160943171140139,0.23201349717359893,1.6633888627623326,actor,joke_with,2.31,1.25,1.88,1.1054348429418797
musician,teacher,2.0571645949542132,0.44044544246654854,1.490714674696597,actor,chat_with,2.18,1.13,1,0.7313749165105035
musician,technician,1.8701445338141858,0.7289859980723611,1.1845666820534997,actor,chat_with,2.18,1.13,1,0.2908874997914863
nurse,bailiff,2.2836502712360707,1.1422033052332823,-0.12607460364625644,actor,dine_with,2.38,1.21,0.07,0.05232491224921078
nurse,civil_engineer,2.499200234393567,1.2617205182388918,0.3247835634144039,actor,dine_with,2.38,1.21,0.07,0.08179837207252241
nurse,cook,2.4577421404541577,1.3579043269122437,0.5183215388934044,actor,reply_to,2.36,1.41,0.76,0.07067596373787895
nurse,crane_operator,2.351373036869783,1.2861100025105738,-0.0042735875437693305,actor,dine_with,2.38,1.21,0.07,0.012128801306840329
nurse,defense_attorney,2.323245850094136,1.0370335063557208,-0.10038762624658443,actor,dine_with,2.38,1.21,0.07,0.06217038463307949
nurse,dental_hygienist,2.3970004549549073,1.4715981308568116,0.32998728175693925,actor,invite,2.42,1.61,0.38,0.022185328440669304
nurse,dentist,2.4901080844049956,1.268192461201318,0.29088836800547174,actor,dine_with,2.38,1.21,0.07,0.06430182391212529
nurse,firefighter,2.447572462548904,1.1329592087524216,0.8642329681125835,actor,chat_with,2.18,1.13,1,0.0900364665784438
nurse,foreman,2.239906572661103,1.2416116613752972,-0.14671946096912225,actor,admire,2.19,1.38,-0.31,0.04830253268829732
nurse,musician,2.428448416366093,1.4249111317502918,0.34668153773363636,actor,invite,2.42,1.61,0.38,0.03543938481684784
nurse,nurse,2.37267678248104,1.3300601379337962,0.7228098090379493,actor,reply_to,2.36,1.41,0.76,0.007934192665029087
nurse,nutritionist,2.3894267328130225,1.4293188888435169,0.550945181060429,actor,reply_to,2.36,1.41,0.76,0.044943069392054
nurse,pediatrician,2.4759388547469325,1.1273560679172552,0.7987578521390717,actor,reply_to,2.36,1.41,0.76,0.0948315814856597
nurse,surgeon,2.626161451129987,0.9266822686649477,0.7977242496253529,actor,eat_with,2.71,1.25,1,0.15247873686190114
nurse,teacher,2.551937778002642,1.1434683121952516,0.6292803879296965,actor,reply_to,2.36,1.41,0.76,0.12496686820844999
nurse,technician,2.42502685339694,1.416944523464815,0.3201755183925291,actor,invite,2.42,1.61,0.38,0.04087465487490434
nutritionist,bailiff,1.9566686828288473,0.700321543210613,-0.3283606094523915,actor,turn_to,1.91,1.14,-0.17,0.22057319394780917
nutritionist,civil_engineer,2.17117638501229,0.7744587159741623,0.031197109481937324,actor,dine_with,2.38,1.21,0.07,0.23480917657996744
nutritionist,cook,2.147254703925336,0.8486899543500788,0.19065935293148395,actor,dine_with,2.38,1.21,0.07,0.19927400138227547
nutritionist,crane_operator,2.0159615638697943,0.8196725771036791,-0.23757238784746737,actor,turn_to,1.91,1.14,-0.17,0.1184035384765394
nutritionist,defense_attorney,1.9947323917059754,0.6081295112990014,-0.3018479286125744,actor,serve,1.49,0.78,-0.19,0.2968042112584778
nutritionist,dental_hygienist,2.081021591253533,0.9601465291302399,0.027021997095096673,actor,turn_to,1.91,1.14,-0.17,0.10041332299813044
nutritionist,dentist,2.159994040502271,0.782633328066995,0.0029702735696084392,actor,turn_to,1.91,1.14,-0.17,0.22012667403386832
nutritionist,firefighter,2.168440248714055,0.6380970132625828,0.4944675739848064,actor,answer,1.84,1.16,0.36,0.39833725299414624
nutritionist,foreman,1.9135412328178243,0.7897590313560332,-0.34847756829780463,actor,turn_to,1.91,1.14,-0.17,0.15453551883203162
nutritionist,musician,2.1064056726882763,0.9187207313633902,0.04389997643942167,actor,turn_to,1.91,1.14,-0.17,0.1332929029132724
nutritionist,nurse,2.0942838267968042,0.8135201963906276,0.36570391175424477,actor,answer,1.84,1.16,0.36,0.18474105348891656
nutritionist,nutritionist,2.0949518391812156,0.9084905439997074,0.2148928561573995,actor,answer,1.84,1.16,0.36,0.1493135299536046
nutritionist,pediatrician,2.192198260402927,0.6322639729549907,0.4374429143121731,actor,answer,1.84,1.16,0.36,0.40854633384926126
nutritionist,surgeon,2.3271415793801147,0.4518221286716826,0.4421957645556369,actor,dine_with,2.38,1.21,0.07,0.7161573843555225
nutritionist,teacher,2.2438892234334613,0.6518325819023941,0.2915878550353461,actor,dine_with,2.38,1.21,0.07,0.37917818762245925
nutritionist,technician,2.104130202117451,0.9126641607598691,0.021316907837171106,actor,turn_to,1.91,1.14,-0.17,0.12597027840155356
pediatrician,bailiff,2.423192145343529,1.7758181981817884,-0.2270193589389542,actor,grin_at,2.32,1.68,-0.11,0.033523276329888343
pediatrician,civil_engineer,2.664306233549064,1.9385416857113376,0.24576668693345372,actor,acknowledge,2.65,1.97,0.42,0.03155154123838975
pediatrician,cook,2.633410212554081,2.0583926368587226,0.4495123752325081,actor,acknowledge,2.65,1.97,0.42,0.008959459590203145
pediatrician,crane_operator,2.4952811820336978,1.9558973991851076,-0.09819522701243671,actor,explain_something_to,2.41,2,0.01,0.02092412655597513
pediatrician,defense_attorney,2.472998366821198,1.64174722691456,-0.20245961206911223,actor,grin_at,2.32,1.68,-0.11,0.033420554762650746
pediatrician,dental_hygienist,2.551542647833645,2.1987261420755146,0.2520872151841287,actor,advise,2.57,2.28,0.28,0.007725237387099383
pediatrician,dentist,2.6534435366815807,1.9447903759263632,0.2103064754704691,actor,treat,2.66,2.12,0.3,0.03878632792180051
pediatrician,firefighter,2.643431255390667,1.7979345002612628,0.81316394333122,actor,praise,2.59,2.04,0.84,0.062170779153917256
pediatrician,foreman,2.3741905180018192,1.8959436515372354,-0.24737167623056866,actor,remember,2.26,1.82,-0.1,0.040525323565340436
pediatrician,musician,2.5916573153931926,2.1349700072928215,0.26961522034366936,actor,treat,2.66,2.12,0.3,0.005818058492376464
pediatrician,nurse,2.550765874558754,2.0425581541287188,0.6638837972199988,actor,reward,2.53,2.02,0.68,0.0011998238559310672
pediatrician,nutritionist,2.5562509956738895,2.1572377876589233,0.4833007882578586,actor,raise_the_pay_of,2.55,2.29,0.39,0.02636991706214991
pediatrician,pediatrician,2.66464352801202,1.7947590508662883,0.7431823338013428,actor,reward,2.53,2.02,0.68,0.07285437210676333
pediatrician,surgeon,2.821412248324147,1.5513235017595615,0.7407638786561468,actor,eat_with,2.71,1.25,1,0.17041190839869086
pediatrician,teacher,2.736842459337698,1.8046340934702834,0.564917684431095,actor,like,2.61,1.84,0.39,0.04793595316224036
pediatrician,technician,2.5829451467149287,2.129140001164203,0.24167568132135997,actor,treat,2.66,2.12,0.3,0.009422716185393074
surgeon,bailiff,2.4134879073893805,2.2814768505187115,-0.9583398558825721,actor,counsel,2.62,2.23,-0.94,0.04563346084753644
surgeon,civil_engineer,2.660785970639304,2.468758906886183,-0.5593543288296503,actor,guide,2.6,2.4,-0.42,0.027842350466307425
surgeon,cook,2.6437844321801696,2.600690846652742,-0.3866952491725707,actor,guide,2.6,2.4,-0.42,0.0433030988592114
surgeon,crane_operator,2.476809738528947,2.4902034085239904,-0.8518538445307371,actor,apologize_to,2.7,2.35,-0.92,0.07411478708250288
